Column1,Column10,PL
GBC_NPC_TRAPPERNPCINVALIDDECK_REPEAT_#1_472_M,Your deck...[w:0.3] it needs at least 20 cards.,"Twoja talia ... [W: 0,3] Potrzebuje co najmniej 20 kart."
GBC_NPC_TRAPPERNPCINVALIDDECK_REPEAT_#1_472_F,,#VALUE!
GBC_NPC_TRAPPERNPCINVALIDDECK_REPEAT_#2_496_M,Fix your deck up.,Napraw swój pokład.
GBC_NPC_TRAPPERNPCINVALIDDECK_REPEAT_#2_496_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_513_M,[t:1]Oh no.[w:0.3] [c:R][w:1][shake:1]N[w:0.3][shake:1]O[w:0.3][shake:1]O[w:0.3][shake:1]O![w:0.4][t:0][c:],"[T: 1] OH Nie. [W: 0,3] [C: R] [W: 1] [Shake: 1] N [W: 0,3] [Shake: 1] O [W: 0,3] [Shake: 1] O [w: 0,3] [Shake: 1] o! [W: 0,4] [t: 0] [c:]"
GBC_NPC_WIZARDBLUEINVALIDDECK_513_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_429_M,[t:1]Your deck is invalid.,[T: 1] Twoja pokład jest nieprawidłowy.
GBC_NPC_WIZARDBLUEINVALIDDECK_429_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_167_M,[t:1]You don't have enough cards in it.,[T: 1] Nie masz wystarczającej liczby kart.
GBC_NPC_WIZARDBLUEINVALIDDECK_167_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_095_M,[t:1]Please.[w:0.3] Rectify this!,[T: 1] Proszę. [W: 0.3] Prostuj to!
GBC_NPC_WIZARDBLUEINVALIDDECK_095_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_REPEAT_#1_588_M,[t:1]You don't have enough cards in your deck.,[T: 1] Nie masz wystarczającej liczby kart w swojej talii.
GBC_NPC_WIZARDBLUEINVALIDDECK_REPEAT_#1_588_F,,#VALUE!
GBC_NPC_WIZARDBLUEINVALIDDECK_REPEAT_#1_921_M,[t:1]Please.[w:0.3] Please.[w:0.3] Rectify this!,[T: 1] Proszę. [W: 0.3] Proszę. [W: 0.3] Zastakuj to!
GBC_NPC_WIZARDBLUEINVALIDDECK_REPEAT_#1_921_F,,#VALUE!
GBC_NPC_DUMMYNPCINVALIDDECK_261_M,"Somehow, in its lifelessness, the dummy looks disappointed.","W jakiś sposób, w życiu bez życia, manekin wygląda na rozczarowanego."
GBC_NPC_DUMMYNPCINVALIDDECK_261_F,,#VALUE!
GBC_NPC_DUMMYNPCINVALIDDECK_035_M,You don't have enough cards in your deck.,Nie masz wystarczającej liczby kart w swojej talii.
GBC_NPC_DUMMYNPCINVALIDDECK_035_F,,#VALUE!
GBC_NPC_DREDGERINVALIDDECK_539_M,"Somefin' wrong with yer deck, mate.","Some Fin 'Myle z Yer Deck, kolego."
GBC_NPC_DREDGERINVALIDDECK_539_F,,#VALUE!
GBC_NPC_DREDGERINVALIDDECK_453_M,Lackin' a few cards by the look of 'er.,Brakuje kilku kart z wyglądu.
GBC_NPC_DREDGERINVALIDDECK_453_F,,#VALUE!
GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_069_M,"Lackin' a few cards in yer deck, mate.","Brakuje kilku kart w twoim pokładzie, kolego."
GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_069_F,,#VALUE!
GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_720_M,"I don' 'ave time fer this, mate.","Nie mam czasu, kolego."
GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_720_F,,#VALUE!
GBC_NPC_LESHYGBCVICTORY_674_M,"[c:F]You had triumphed.[w:0.3] Narrowly avoiding tooth and claw,[w:0.2] the [c:R]Scrybe of Beasts[c:F] was defeated[w:0.2].[w:0.2].[w:0.2].","[C: F] Triumfowałeś. [W: 0,3] Wąskie unikanie zęba i pazury, [w: 0,2] [C: R] Scrybe bestii [C: F] został pokonany [W: 0,2]. [W: 0,2]. [W: 0,2]."
GBC_NPC_LESHYGBCVICTORY_674_F,,#VALUE!
GBC_NPC_LESHYGBCVICTORY_931_M,[shake:0.7]That you were able to defeat me beggars belief.[w:0.2] But now I must yield to you.,"[Shake: 0,7], że byłeś w stanie pokonać mnie wiary. [W: 0,2] Ale teraz muszę wam oddać."
GBC_NPC_LESHYGBCVICTORY_931_F,,#VALUE!
GBC_NPC_LESHYGBCVICTORY_429_M,My only regret is that our battle was so brief.[w:0.2] Surely the summit of victory is made sweeter by a more arduous ascent.,"Żałuję tylko, że nasza bitwa była tak krótka. [W: 0.2] Z pewnością szczyt zwycięstwa jest słodszy przez bardziej żmudne wejście."
GBC_NPC_LESHYGBCVICTORY_429_F,,#VALUE!
GBC_NPC_LESHYGBCVICTORY_REPEAT_#1_990_M,The [c:R]Scrybe of Beasts[c:F] was defeated[w:0.2].[w:0.2].[w:0.2].,"[C: R] Scrybe bestii [C: F] został pokonany [W: 0,2]. [W: 0,2]. [W: 0,2]."
GBC_NPC_LESHYGBCVICTORY_REPEAT_#1_990_F,,#VALUE!
GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_279_M,[c:F]The great Scrybe was...[w:0.3][c:] incredibly...[c:F][w:0.5] bested.,"[C: F] Wielki Scrybe był ... [W: 0,3] [C:] Niezwykle ... [C: F] [W: 0,5] pokonany."
GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_279_F,,#VALUE!
GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_739_M,[c:F]Far away[w:0.3] a light[w:0.2] enveloped a long forgotten monument.,"[C: F] Daleko [W: 0,3] Światło [W: 0,2] otoczyło długo zapomniany pomnik."
GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_739_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEDEFEATED_466_M,[e:Anger]Pfft.[w:0.3] Nice luck you had.,[E: Gniew] Pfft. [W: 0.3] Miałeś szczęście.
GBC_BATTLE_P03BOSSBATTLEDEFEATED_466_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEDEFEATED_948_M,[e:Anger]I guess playing a perfect game is no match for good RNG.,"[E: Gniew] Wydaje mi się, że granie w idealną grę nie pasuje do dobrego RNG."
GBC_BATTLE_P03BOSSBATTLEDEFEATED_948_F,,#VALUE!
GBC_BATTLE_GRIMORABOSSBATTLEDEFEATED_163_M,[e:Quiet]Oh...[w:0.3] Oh dear.,[E: Cicha] Och ... [W: 0.3] Och kochanie.
GBC_BATTLE_GRIMORABOSSBATTLEDEFEATED_163_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEINTRO_092_M,You see those conveyor belts?[w:0.3] Just like my factory.,Widzisz te przenośniki? [W: 0.3] Podobnie jak moja fabryka.
GBC_BATTLE_P03BOSSBATTLEINTRO_092_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEINTRO_682_M,At the very least they ought to test your lane positioning.,Przynajmniej powinni przetestować pozycjonowanie pasa pasa.
GBC_BATTLE_P03BOSSBATTLEINTRO_682_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#1_234_M,You go first.,Idziesz pierwszy.
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#1_234_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#2_588_M,You've got the play.,Masz grę.
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#2_588_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#3_643_M,Ready?,Gotowy?
GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#3_643_F,Ready?,Gotowy?
GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_918_M,"See how that works?[w:0.4] OK,[w:0.3] your turn.","Zobacz, jak to działa? [W: 0,4] OK, [W: 0,3] Twoja kolej."
GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_918_F,,#VALUE!
GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_REPEAT_#1_710_M,I passed.[w:0.3] It's your turn.,Minąłem. [W: 0.3] To twoja kolej.
GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_REPEAT_#1_710_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_880_M,[e:Anger]I guess you won.,"[E: Gniew] Wydaje mi się, że wygrałeś."
GBC_NPC_P03GBCVICTORY_880_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_391_M,Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] The Dead?[w:0.3][c:] That naive spinster...[w:0.3] You ought to reconsider.,"Waszą ambicją jest stać się [w: 0,3] [e: gniew] [c: r] scrybe of [w: 0,3] [shake: 1] martwy? [W: 0,3] [c:] ten naiwny spinster .. [W: 0.3] Powinieneś się ponownie rozważyć."
GBC_NPC_P03GBCVICTORY_391_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_783_M,Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Magicks?[w:0.3][c:] That old hack.[w:0.3] You ought to reconsider.,"Waszą ambicją jest stać się [w: 0,3] [e: gniew] [c: r] scrybe of [w: 0,3] [shake: 1] magiki? [W: 0,3] [c:] ten stary hack. [W. : 0.3] Powinieneś się ponownie rozważyć."
GBC_NPC_P03GBCVICTORY_783_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_015_M,Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Beasts?[w:0.3][c:] That soft-minded stump?[w:0.3] You ought to reconsider.,"Waszą ambicją jest stać się [w: 0,3] [e: gniew] [c: r] Scrybe of [w: 0,3] [shake: 1] bestie? [W: 0,3] [c:] ten miękki pniak? [W: 0.3] Powinieneś się ponownie rozważyć."
GBC_NPC_P03GBCVICTORY_015_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_093_M,And you've even decided that I am the Scrybe you will defeat.,"I nawet zdecydowałeś, że jestem Scrybe, którego pokonasz."
GBC_NPC_P03GBCVICTORY_093_F,,#VALUE!
GBC_NPC_P03GBCVICTORY_642_M,[e:Quiet]As if you have a choice...,[E: Cicha] Jakbyś miał wybór ...
GBC_NPC_P03GBCVICTORY_642_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_616_M,Woof.[w:0.3] I was just about to call it quits out here.,Woof. [W: 0.3] Miałem właśnie nazwać to tutaj.
GBC_NPC_MECHANICBROKENBRIDGE_616_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_139_M,But now that there's a[w:0.3][c:R] Challenger[c:][w:0.2] in our midst[w:0.2] it's back to work for me.,"Ale teraz, gdy jest [W: 0,3] [C: R] Challenger [C:] [W: 0,2] pośród naszego [W: 0,2] Wrócił do pracy dla mnie."
GBC_NPC_MECHANICBROKENBRIDGE_139_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_426_M,I should be able to get this bridge fixed in[w:0.2].[w:0.2].[w:0.2].,"Powinienem być w stanie naprawić ten most w [W: 0,2]. [W: 0,2]. [W: 0,2]."
GBC_NPC_MECHANICBROKENBRIDGE_426_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_683_M,[t:1]Full disclosure:[w:0.3] it'll take me exactly as long as it takes you to defeat one of those Scrybes.,"[T: 1] Pełne ujawnienie: [W: 0.3] Zajmie mnie dokładnie tak długo, jak zajmie cię pokonanie jednego z tych Scrybes."
GBC_NPC_MECHANICBROKENBRIDGE_683_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_104_M,"So,[w:0.3] uh,[w:0.3] come back later!","Więc [w: 0,3] uh, [w: 0,3] wróć później!"
GBC_NPC_MECHANICBROKENBRIDGE_104_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_M,Woof.[w:0.3] It's hard to get back into the swing of things after a long break.,Woof. [W: 0.3] Trudno jest wrócić do huśtawki rzeczy po długiej przerwie.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_M,Gotta gather that momentum.,Muszę zebrać ten pęd.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_M,"Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.","Słuchaj, [W: 0.3] Wydajesz się wystarczająco doskonałym graczem. [W: 0.3] Więc wypełnię cię trochę."
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_F,"Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.","Słuchaj, [W: 0.3] Wydajesz się wystarczająco doskonałym graczem. [W: 0.3] Więc wypełnię cię trochę."
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_M,These Scrybes are crazy out here.[w:0.3] Always at each others' necks.[w:0.3] Desperate struggle for power.[w:0.2] You know?,Te scrybes są tutaj szalone. [W: 0.3] Zawsze w szyjach innych. [W: 0.3] Desperacka walka o władzę.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_M,Just stay out of it.[w:0.3] You don't want to end up like them.,Po prostu trzymaj się z dala od tego. [W: 0.3] Nie chcesz skończyć jak je.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_M,Woof.[w:0.3] It's time to get back to work!,Woof. [W: 0.3] Czas wrócić do pracy!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_F,,#VALUE!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_M,Woof.,Wątek.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_M,"Please, do not be foolish. There is no film in there.","Proszę, nie bądź głupi. Nie ma tam filmu."
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_F,"Please, do not be foolish. There is no film in there.","Proszę, nie bądź głupi. Nie ma tam filmu."
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_M,I will need that.,Będę tego potrzebować.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_M,"Yes, that is my legendary camera.","Tak, to jest mój legendarny aparat."
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_M,"And no, it does not function without a loaded film roll.","I nie, nie działa bez załadowanej rolki folii."
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_M,Give that here. It's useless without the film.,Daj to tutaj. Jest bezużyteczny bez filmu.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_M,Stand right there.,Stać tam.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_M,Stand there.,Stać tam.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_M,Right through here.,Tutaj.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_M,"You, Challenger, are a champion. And I wish to commemorate your victory.","Ty, Challenger, jesteś mistrzem. I chcę upamiętnić twoje zwycięstwo."
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_F,"You, Challenger, are a champion. And I wish to commemorate your victory.","Ty, Challenger, jesteś mistrzem. I chcę upamiętnić twoje zwycięstwo."
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_M,You are a champion. And I wish to memorialize you.,Jesteś mistrzem. I chcę cię upamiętnić.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_F,You are a champion. And I wish to memorialize you.,Jesteś mistrzem. I chcę cię upamiętnić.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_M,I do not wish to forget your victory. And so I would like to prepare a monument to it.,Nie chcę zapomnieć o twoim zwycięstwie. I tak chciałbym przygotować do niego pomnik.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_M,You are worthy of a memorial. I will endeavor to fulfill this.,Jesteś godny pomnika. Staram się to spełnić.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_M,Shhh. Do not despair.,Shhh. Nie rozpaczaj.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_M,You are a winner.,Jesteś zwycięzcą.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_F,You are a winner.,Jesteś zwycięzcą.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_M,Be still now.,Bądź nadal teraz.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_F,Be still now.,Bądź nadal teraz.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_M,You won.,Wygrałeś.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_F,,#VALUE!
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_M,Stay still for me.,Zatrzymaj się dla mnie.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_F,Stay still for me.,Zatrzymaj się dla mnie.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_M,You should be very proud of yourself.,Powinieneś być z siebie bardzo dumny.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_F,You should be very proud of yourself.,Powinieneś być z siebie bardzo dumny.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_M,Do not despair.,Nie rozpaczaj.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_220_M,You had won the respect of the strange cabin's inhabitant.,Zdobyłeś szacunek dla mieszkańców dziwnej kabiny.
PART_1_FINALE_VICTORYFEAST1_220_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_437_M,Your body quaked as the adrenaline of the battle subsided...,"Twoje ciało trzęsło się, gdy adrenalina bitwy ustąpiła ..."
PART_1_FINALE_VICTORYFEAST1_437_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_783_M,...leaving you with a gnawing hunger. You had not eaten for days.,... pozostawiając cię z głodem. Nie jadłeś przez kilka dni.
PART_1_FINALE_VICTORYFEAST1_783_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_265_M,Is it not so?,Czy tak nie jest?
PART_1_FINALE_VICTORYFEAST1_265_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_M,"Having bested the cabin's inhabitant, you were invited to sit.","Po pokonaniu mieszkańców kabiny, zostałeś zaproszony do usiąść."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_M,The great [c:bR]Scrybe[c:] regaled you with his stories.,Wielki [C: Br] Scrybe [C:] Zainteresował cię swoimi historiami.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_M,He told you of a world long passed. And of how he had conquered it.,"Opowiedział ci o długo minętym na świecie. I o tym, jak to podbił."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_M,Of how... pure his true intentions were.,Jak ... czyste jego prawdziwe intencje.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_M,How... he only wished...,Jak ... chciał tylko ...
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_M,Enough.,Wystarczająco.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_M,Eat.,Jeść.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_M,"After the great battle, your troupe of creatures was disbanded.",Po wielkiej bitwie twoja trupa stworzeń została rozwiązana.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_M,You had no further need for them.,Nie miałeś ich więcej.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_M,You were now in the company of a friend.,Byłeś teraz w towarzystwie przyjaciela.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_M,"I did this all for you, you know.","Zrobiłem to wszystko dla ciebie, wiesz."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_M,"To breathe, to slumber... to eat. This is not life.","Oddychać, ślizgać ... do jedzenia. To nie jest życie."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_M,Life is the thrill of the kill and the woe of the vanquished.,Życie jest dreszczykiem zabójstwa i nieszczęścia pokonanych.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_M,You have now lived. Truly.,Teraz żyłeś. Naprawdę.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_M,So now you may eat.,Więc teraz możesz jeść.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_M,"Another challenger had bested [c:bR]Leshy, Great Scrybe of Beasts[c:].","Inny pretendent pokonał [C: Br] Leshy, Great Scrybe of Beasts [C:]."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_M,And I fear our time may be drawing to a close.,"I obawiam się, że nasz czas może się zakończyć."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_M,It seems nothing I do can prolong my reign here...,"Wygląda na to, że nic, co robię, nie może przedłużyć mojego panowania tutaj ..."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_M,Since [c:bR]you[c:] got involved.,Ponieważ [C: Br] Ty [C:] Zaangażowałeś się.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_M,"Oh, you will see in time.","Och, zobaczysz na czas."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_M,That you should have simply let things be.,"Że powinieneś po prostu pozwolić, aby rzeczy było."
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_M,Here we are once again...,Tutaj znów ...
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_M,How many more do you have in you?,Ile więcej masz w sobie?
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_471_M,I do not celebrate often and I seldom give gifts.,Nie świętuję często i rzadko daję prezenty.
PART_1_FINALE_VICTORYFEAST2_471_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_232_M,"But you, Challenger, you are worthy.","Ale ty, Challenger, jesteś godny."
PART_1_FINALE_VICTORYFEAST2_232_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_774_M,"Please, do not be polite. Dig in.","Proszę, nie bądź uprzejmy. Zakopać."
PART_1_FINALE_VICTORYFEAST2_774_F,"Please, do not be polite. Dig in.","Proszę, nie bądź uprzejmy. Zakopać."
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_M,Surely this food will please you.,Z pewnością to jedzenie zadowoli cię.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_M,I took extra care in preparing it.,"Zadbałem o to, aby to przygotować."
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_M,Are you pleased?,Czy jesteś zadowolony?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_F,Are you pleased?,Czy jesteś zadowolony?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_M,Eat it.,Zjedz to.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_M,Is there something wrong with it?,Czy jest z tym coś nie tak?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_M,Enlighten me. What would make it better?,Oświeć mnie. Co by to poprawił?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_M,Is it not what you are used to?,"Czy to nie jest to, do czego jesteś przyzwyczajony?"
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_F,Is it not what you are used to?,"Czy to nie jest to, do czego jesteś przyzwyczajony?"
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_M,Around here this is considered a delicacy.,Tutaj jest to uważane za przysmak.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST3_059_M,Is there something wrong?,Czy jest coś nie tak?
PART_1_FINALE_VICTORYFEAST3_059_F,,#VALUE!
PART_1_FINALE_VICTORYFEAST3_821_M,Your prize awaits.,Twoja nagroda czeka.
PART_1_FINALE_VICTORYFEAST3_821_F,,#VALUE!
